Tree,Row,Node,MaxLevel,Level,Gold,Food,Iron,Valor,Oil,Prerequisite,HaveIt,Priority,Notes
Squad 1,3,Formation Training I,5,1,218700,72900,72900,0,0,Virus Resistance I Lv2,1,B,DEF boost
Squad 1,3,Formation Training I,5,2,349900,116600,116600,0,0,None,1,,
Squad 1,3,Formation Training I,5,3,419900,140000,140000,0,0,None,1,,
Squad 1,3,Formation Training I,5,4,1050000,349900,349900,0,0,None,1,,
Squad 1,3,Formation Training I,5,5,1780000,594900,594900,0,0,None,1,B,
Squad 1,4,Survival Training I,5,1,218700,72900,72900,0,0,Assault Training I Lv2; Formation Training I Lv2,1,B,HP boost
Squad 1,4,Survival Training I,5,2,349900,116600,116600,0,0,None,1,,
Squad 1,4,Survival Training I,5,3,419900,140000,140000,0,0,None,1,,
Squad 1,4,Survival Training I,5,4,1050000,349900,349900,0,0,None,1,,
Squad 1,4,Survival Training I,5,5,1780000,594900,594900,0,0,None,1,B,
Squad 1,5,Resource Reaper I,5,1,349900,116600,116600,0,0,Survival Training I Lv2,1,C,Gathering boost
Squad 1,5,Resource Reaper I,5,2,419900,140000,140000,0,0,None,1,,
Squad 1,5,Resource Reaper I,5,3,1050000,349900,349900,0,0,None,1,,
Squad 1,5,Resource Reaper I,5,4,1780000,594900,594900,0,0,None,1,,
Squad 1,5,Resource Reaper I,5,5,1880000,654400,654400,0,0,None,1,C,
Squad 1,5,Power Boost I,5,1,349900,116600,116600,0,0,Survival Training I Lv2,1,B,Power boost
Squad 1,5,Power Boost I,5,2,419900,140000,140000,0,0,None,1,,
Squad 1,5,Power Boost I,5,3,1050000,349900,349900,0,0,None,1,,
Squad 1,5,Power Boost I,5,4,1780000,594900,594900,0,0,None,1,,
Squad 1,5,Power Boost I,5,5,1880000,654400,654400,0,0,None,1,B,
Squad 1,6,Zombie Radar I,5,1,419900,140000,140000,0,0,Resource Reaper I Lv2; Power Boost I Lv2,1,C,
Squad 1,6,Zombie Radar I,5,2,1050000,349900,349900,0,0,None,1,,
Squad 1,6,Zombie Radar I,5,3,1780000,594900,594900,0,0,None,1,,
Squad 1,6,Zombie Radar I,5,4,1880000,654400,654400,0,0,None,1,,
Squad 1,6,Zombie Radar I,5,5,2670000,916100,916100,0,0,None,1,C,
Squad 1,6,Assault Tactics I,5,1,419900,140000,140000,0,0,Resource Reaper I Lv2; Power Boost I Lv2,1,B,
Squad 1,6,Assault Tactics I,5,2,1050000,349900,349900,0,0,None,1,,
Squad 1,6,Assault Tactics I,5,3,1780000,594900,594900,0,0,None,1,,
Squad 1,6,Assault Tactics I,5,4,1880000,654400,654400,0,0,None,1,,
Squad 1,6,Assault Tactics I,5,5,2670000,916100,916100,0,0,None,1,B,
Squad 1,6,Fast Exploration I,5,1,419900,140000,140000,0,0,Resource Reaper I Lv2; Power Boost I Lv2,1,C,
Squad 1,6,Fast Exploration I,5,2,1050000,349900,349900,0,0,None,1,,
Squad 1,6,Fast Exploration I,5,3,1780000,594900,594900,0,0,None,1,,
Squad 1,6,Fast Exploration I,5,4,1880000,654400,654400,0,0,None,1,,
Squad 1,6,Fast Exploration I,5,5,2670000,916100,916100,0,0,None,1,C,
Squad 1,7,Rapid March I,5,1,419900,140000,140000,0,0,Zombie Radar I Lv1; Assault Tactics I Lv1; Fast Exploration I Lv1,1,B,March speed
Squad 1,7,Rapid March I,5,2,1050000,349900,349900,0,0,None,1,,
Squad 1,7,Rapid March I,5,3,1780000,594900,594900,0,0,None,1,,
Squad 1,7,Rapid March I,5,4,1880000,654400,654400,0,0,None,1,,
Squad 1,7,Rapid March I,5,5,2670000,916100,916100,0,0,None,1,B,
Squad 1,8,Fierce Assault I,5,1,1050000,349900,349900,0,0,Rapid March I Lv2,1,B,Major ATK boost
Squad 1,8,Fierce Assault I,5,2,1780000,594900,594900,0,0,None,1,,
Squad 1,8,Fierce Assault I,5,3,1880000,654400,654400,0,0,None,1,,
Squad 1,8,Fierce Assault I,5,4,2670000,916100,916100,0,0,None,1,,
Squad 1,8,Fierce Assault I,5,5,3780000,1220000,1220000,0,0,None,1,B,
Squad 1,8,Counter Defense I,5,1,1050000,349900,349900,0,0,Rapid March I Lv2,1,B,Major DEF boost
Squad 1,8,Counter Defense I,5,2,1780000,594900,594900,0,0,None,1,,
Squad 1,8,Counter Defense I,5,3,1880000,654400,654400,0,0,None,1,,
Squad 1,8,Counter Defense I,5,4,2670000,916100,916100,0,0,None,1,,
Squad 1,8,Counter Defense I,5,5,3780000,1220000,1220000,0,0,None,1,B,
Squad 1,9,Vigilant Formation I,5,1,1050000,349900,349900,0,0,Fierce Assault I Lv1,1,B,
Squad 1,9,Vigilant Formation I,5,2,1780000,594900,594900,0,0,None,1,,
Squad 1,9,Vigilant Formation I,5,3,1880000,654400,654400,0,0,None,1,,
Squad 1,9,Vigilant Formation I,5,4,2670000,916100,916100,0,0,None,1,,
Squad 1,9,Vigilant Formation I,5,5,3780000,1220000,1220000,0,0,None,1,B,
Squad 1,9,Solid Defense I,5,1,1050000,349900,349900,0,0,Counter Defense I Lv1,1,B,
Squad 1,9,Solid Defense I,5,2,1780000,594900,594900,0,0,None,1,,
Squad 1,9,Solid Defense I,5,3,1880000,654400,654400,0,0,None,1,,
Squad 1,9,Solid Defense I,5,4,2670000,916100,916100,0,0,None,1,,
Squad 1,9,Solid Defense I,5,5,3780000,1220000,1220000,0,0,None,1,B,
Squad 1,10,Final Stand I,5,1,1050000,349900,349900,0,0,Vigilant Formation I Lv1,1,B,
Squad 1,10,Final Stand I,5,2,1780000,594900,594900,0,0,None,1,,
Squad 1,10,Final Stand I,5,3,1880000,654400,654400,0,0,None,1,,
Squad 1,10,Final Stand I,5,4,2670000,916100,916100,0,0,None,1,,
Squad 1,10,Final Stand I,5,5,3780000,1220000,1220000,0,0,None,1,B,
Squad 1,10,Hold the Line I,5,1,1050000,349900,349900,0,0,Solid Defense I Lv1,1,B,
Squad 1,10,Hold the Line I,5,2,1780000,594900,594900,0,0,None,1,,
Squad 1,10,Hold the Line I,5,3,1880000,654400,654400,0,0,None,1,,
Squad 1,10,Hold the Line I,5,4,2670000,916100,916100,0,0,None,1,,
Squad 1,10,Hold the Line I,5,5,3780000,1220000,1220000,0,0,None,1,B,
Squad 1,11,Physical Suppression I,5,1,1780000,594900,594900,0,0,Final Stand I Lv2; Hold the Line I Lv2,1,B,
Squad 1,11,Physical Suppression I,5,2,1880000,654400,654400,0,0,None,1,,
Squad 1,11,Physical Suppression I,5,3,2670000,916100,916100,0,0,None,1,,
Squad 1,11,Physical Suppression I,5,4,3780000,1220000,1220000,0,0,None,1,,
Squad 1,11,Physical Suppression I,5,5,6780000,2220000,2220000,0,0,None,1,B,
Squad 1,11,Energy Barrage I,5,1,1780000,594900,594900,0,0,Final Stand I Lv2; Hold the Line I Lv2,1,B,
Squad 1,11,Energy Barrage I,5,2,1880000,654400,654400,0,0,None,1,,
Squad 1,11,Energy Barrage I,5,3,2670000,916100,916100,0,0,None,1,,
Squad 1,11,Energy Barrage I,5,4,3780000,1220000,1220000,0,0,None,1,,
Squad 1,11,Energy Barrage I,5,5,6780000,2220000,2220000,0,0,None,1,B,
Squad 1,12,Fatal Strike I,5,1,1880000,654400,654400,0,0,Physical Suppression I Lv2; Energy Barrage I Lv2,1,B,Ultimate damage node
Squad 1,12,Fatal Strike I,5,2,2670000,916100,916100,0,0,None,1,,
Squad 1,12,Fatal Strike I,5,3,3780000,1220000,1220000,0,0,None,1,,
Squad 1,12,Fatal Strike I,5,4,6780000,2220000,2220000,0,0,None,1,,
Squad 1,12,Fatal Strike I,5,5,8890000,2890000,2890000,0,0,None,1,B,
Squad 2,1,Terminator II,5,1,2670000,916100,916100,0,0,None,0,C,Squad 2 = Tank (secondary)
Squad 2,1,Terminator II,5,2,3780000,1220000,1220000,0,0,None,0,,
Squad 2,1,Terminator II,5,3,6780000,2220000,2220000,0,0,None,0,,
Squad 2,1,Terminator II,5,4,8890000,2890000,2890000,0,0,None,0,,
Squad 2,1,Terminator II,5,5,15560000,5110000,5110000,0,0,None,0,C,
Squad 2,2,Virus Resistance II,5,1,2670000,916100,916100,0,0,Terminator II Lv1,0,C,
Squad 2,2,Virus Resistance II,5,2,3780000,1220000,1220000,0,0,None,0,,
Squad 2,2,Virus Resistance II,5,3,6780000,2220000,2220000,0,0,None,0,,
Squad 2,2,Virus Resistance II,5,4,8890000,2890000,2890000,0,0,None,0,,
Squad 2,2,Virus Resistance II,5,5,15560000,5110000,5110000,0,0,None,0,,
Squad 2,3,Assault Training II,5,1,3780000,1220000,1220000,0,0,Virus Resistance II Lv2,0,C,
Squad 2,3,Assault Training II,5,2,6780000,2220000,2220000,0,0,None,0,,
Squad 2,3,Assault Training II,5,3,8890000,2890000,2890000,0,0,None,0,,
Squad 2,3,Assault Training II,5,4,15560000,5110000,5110000,0,0,None,0,,
Squad 2,3,Assault Training II,5,5,18670000,6220000,6220000,0,0,None,0,,
Squad 2,3,Formation Training II,5,1,3780000,1220000,1220000,0,0,Virus Resistance II Lv2,0,C,
Squad 2,3,Formation Training II,5,2,6780000,2220000,2220000,0,0,None,0,,
Squad 2,3,Formation Training II,5,3,8890000,2890000,2890000,0,0,None,0,,
Squad 2,3,Formation Training II,5,4,15560000,5110000,5110000,0,0,None,0,,
Squad 2,3,Formation Training II,5,5,18670000,6220000,6220000,0,0,None,0,,
Squad 2,4,Survival Training II,5,1,3780000,1220000,1220000,0,0,Assault Training II Lv2; Formation Training II Lv2,0,C,
Squad 2,4,Survival Training II,5,2,6780000,2220000,2220000,0,0,None,0,,
Squad 2,4,Survival Training II,5,3,8890000,2890000,2890000,0,0,None,0,,
Squad 2,4,Survival Training II,5,4,15560000,5110000,5110000,0,0,None,0,,
Squad 2,4,Survival Training II,5,5,18670000,6220000,6220000,0,0,None,0,,
Squad 2,5,Resource Reaper II,5,1,6780000,2220000,2220000,0,0,Survival Training II Lv2,0,D,
Squad 2,5,Resource Reaper II,5,2,8890000,2890000,2890000,0,0,None,0,,
Squad 2,5,Resource Reaper II,5,3,15560000,5110000,5110000,0,0,None,0,,
Squad 2,5,Resource Reaper II,5,4,18670000,6220000,6220000,0,0,None,0,,
Squad 2,5,Resource Reaper II,5,5,33560000,11110000,11110000,0,0,None,0,,
Squad 2,5,Power Boost II,5,1,6780000,2220000,2220000,0,0,Survival Training II Lv2,0,C,
Squad 2,5,Power Boost II,5,2,8890000,2890000,2890000,0,0,None,0,,
Squad 2,5,Power Boost II,5,3,15560000,5110000,5110000,0,0,None,0,,
Squad 2,5,Power Boost II,5,4,18670000,6220000,6220000,0,0,None,0,,
Squad 2,5,Power Boost II,5,5,33560000,11110000,11110000,0,0,None,0,,
Squad 2,6,Zombie Radar II,5,1,8890000,2890000,2890000,0,0,Resource Reaper II Lv2; Power Boost II Lv2,0,D,
Squad 2,6,Zombie Radar II,5,2,15560000,5110000,5110000,0,0,None,0,,
Squad 2,6,Zombie Radar II,5,3,18670000,6220000,6220000,0,0,None,0,,
Squad 2,6,Zombie Radar II,5,4,33560000,11110000,11110000,0,0,None,0,,
Squad 2,6,Zombie Radar II,5,5,47110000,15670000,15670000,0,0,None,0,,
Squad 2,6,Assault Tactics II,5,1,8890000,2890000,2890000,0,0,Resource Reaper II Lv2; Power Boost II Lv2,0,C,
Squad 2,6,Assault Tactics II,5,2,15560000,5110000,5110000,0,0,None,0,,
Squad 2,6,Assault Tactics II,5,3,18670000,6220000,6220000,0,0,None,0,,
Squad 2,6,Assault Tactics II,5,4,33560000,11110000,11110000,0,0,None,0,,
Squad 2,6,Assault Tactics II,5,5,47110000,15670000,15670000,0,0,None,0,,
Squad 2,6,Fast Exploration II,5,1,8890000,2890000,2890000,0,0,Resource Reaper II Lv2; Power Boost II Lv2,0,D,
Squad 2,6,Fast Exploration II,5,2,15560000,5110000,5110000,0,0,None,0,,
Squad 2,6,Fast Exploration II,5,3,18670000,6220000,6220000,0,0,None,0,,
Squad 2,6,Fast Exploration II,5,4,33560000,11110000,11110000,0,0,None,0,,
Squad 2,6,Fast Exploration II,5,5,47110000,15670000,15670000,0,0,None,0,,
Squad 2,7,Rapid March II,5,1,8890000,2890000,2890000,0,0,Zombie Radar II Lv1; Assault Tactics II Lv1; Fast Exploration II Lv1,0,C,
Squad 2,7,Rapid March II,5,2,15560000,5110000,5110000,0,0,None,0,,
Squad 2,7,Rapid March II,5,3,18670000,6220000,6220000,0,0,None,0,,
Squad 2,7,Rapid March II,5,4,33560000,11110000,11110000,0,0,None,0,,
Squad 2,7,Rapid March II,5,5,47110000,15670000,15670000,0,0,None,0,,
Squad 2,8,Fierce Assault II,5,1,15560000,5110000,5110000,0,0,Rapid March II Lv2,0,C,
Squad 2,8,Fierce Assault II,5,2,18670000,6220000,6220000,0,0,None,0,,
Squad 2,8,Fierce Assault II,5,3,33560000,11110000,11110000,0,0,None,0,,
Squad 2,8,Fierce Assault II,5,4,47110000,15670000,15670000,0,0,None,0,,
Squad 2,8,Fierce Assault II,5,5,61220000,20330000,20330000,0,0,None,0,,
Squad 2,8,Counter Defense II,5,1,15560000,5110000,5110000,0,0,Rapid March II Lv2,0,C,
Squad 2,8,Counter Defense II,5,2,18670000,6220000,6220000,0,0,None,0,,
Squad 2,8,Counter Defense II,5,3,33560000,11110000,11110000,0,0,None,0,,
Squad 2,8,Counter Defense II,5,4,47110000,15670000,15670000,0,0,None,0,,
Squad 2,8,Counter Defense II,5,5,61220000,20330000,20330000,0,0,None,0,,
Squad 2,9,Vigilant Formation II,5,1,15560000,5110000,5110000,0,0,Fierce Assault II Lv1,0,,
Squad 2,9,Vigilant Formation II,5,2,18670000,6220000,6220000,0,0,None,0,,
Squad 2,9,Vigilant Formation II,5,3,33560000,11110000,11110000,0,0,None,0,,
Squad 2,9,Vigilant Formation II,5,4,47110000,15670000,15670000,0,0,None,0,,
Squad 2,9,Vigilant Formation II,5,5,61220000,20330000,20330000,0,0,None,0,,
Squad 2,9,Solid Defense II,5,1,15560000,5110000,5110000,0,0,Counter Defense II Lv1,0,,
Squad 2,9,Solid Defense II,5,2,18670000,6220000,6220000,0,0,None,0,,
Squad 2,9,Solid Defense II,5,3,33560000,11110000,11110000,0,0,None,0,,
Squad 2,9,Solid Defense II,5,4,47110000,15670000,15670000,0,0,None,0,,
Squad 2,9,Solid Defense II,5,5,61220000,20330000,20330000,0,0,None,0,,
Squad 2,10,Final Stand II,5,1,15560000,5110000,5110000,0,0,Vigilant Formation II Lv1,0,,
Squad 2,10,Final Stand II,5,2,18670000,6220000,6220000,0,0,None,0,,
Squad 2,10,Final Stand II,5,3,33560000,11110000,11110000,0,0,None,0,,
Squad 2,10,Final Stand II,5,4,47110000,15670000,15670000,0,0,None,0,,
Squad 2,10,Final Stand II,5,5,61220000,20330000,20330000,0,0,None,0,,
Squad 2,10,Hold the Line II,5,1,15560000,5110000,5110000,0,0,Solid Defense II Lv1,0,,
Squad 2,10,Hold the Line II,5,2,18670000,6220000,6220000,0,0,None,0,,
Squad 2,10,Hold the Line II,5,3,33560000,11110000,11110000,0,0,None,0,,
Squad 2,10,Hold the Line II,5,4,47110000,15670000,15670000,0,0,None,0,,
Squad 2,10,Hold the Line II,5,5,61220000,20330000,20330000,0,0,None,0,,
Squad 2,11,Physical Suppression II,5,1,18670000,6220000,6220000,0,0,Final Stand II Lv2; Hold the Line II Lv2,0,,
Squad 2,11,Physical Suppression II,5,2,33560000,11110000,11110000,0,0,None,0,,
Squad 2,11,Physical Suppression II,5,3,47110000,15670000,15670000,0,0,None,0,,
Squad 2,11,Physical Suppression II,5,4,61220000,20330000,20330000,0,0,None,0,,
Squad 2,11,Physical Suppression II,5,5,76560000,25440000,25440000,0,0,None,0,,
Squad 2,11,Energy Barrage II,5,1,18670000,6220000,6220000,0,0,Final Stand II Lv2; Hold the Line II Lv2,0,,
Squad 2,11,Energy Barrage II,5,2,33560000,11110000,11110000,0,0,None,0,,
Squad 2,11,Energy Barrage II,5,3,47110000,15670000,15670000,0,0,None,0,,
Squad 2,11,Energy Barrage II,5,4,61220000,20330000,20330000,0,0,None,0,,
Squad 2,11,Energy Barrage II,5,5,76560000,25440000,25440000,0,0,None,0,,
Squad 2,12,Fatal Strike II,5,1,33560000,11110000,11110000,0,0,Physical Suppression II Lv2; Energy Barrage II Lv2,0,C,
Squad 2,12,Fatal Strike II,5,2,47110000,15670000,15670000,0,0,None,0,,
Squad 2,12,Fatal Strike II,5,3,61220000,20330000,20330000,0,0,None,0,,
Squad 2,12,Fatal Strike II,5,4,76560000,25440000,25440000,0,0,None,0,,
Squad 2,12,Fatal Strike II,5,5,95670000,31890000,31890000,0,0,None,0,,
Defense Fortifications,1,Extra Hospitals,1,1,33600000,11600000,11600000,400,0,None,0,S,CRITICAL - more hospital beds
Defense Fortifications,2,Hold the Line I,10,1,33600000,11600000,11600000,400,0,Extra Hospitals Lv1,0,B,
Defense Fortifications,2,Hold the Line I,10,2,33600000,11600000,11600000,400,0,None,0,,
Defense Fortifications,2,Hold the Line I,10,3,33600000,11600000,11600000,400,0,None,0,,
Defense Fortifications,2,Hold the Line I,10,4,47070000,15700000,15700000,550,0,None,0,,
Defense Fortifications,2,Hold the Line I,10,5,47070000,15700000,15700000,550,0,None,0,B,
Defense Fortifications,2,Hold the Line I,10,6,47070000,15700000,15700000,550,0,None,0,,
Defense Fortifications,2,Hold the Line I,10,7,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,2,Hold the Line I,10,8,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,2,Hold the Line I,10,9,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,2,Hold the Line I,10,10,61251100,20417000,20417000,700,0,None,0,B,
Defense Fortifications,2,Counter Defense I,10,1,33600000,11600000,11600000,400,0,Extra Hospitals Lv1,0,B,
Defense Fortifications,2,Counter Defense I,10,2,33600000,11600000,11600000,400,0,None,0,,
Defense Fortifications,2,Counter Defense I,10,3,33600000,11600000,11600000,400,0,None,0,,
Defense Fortifications,2,Counter Defense I,10,4,47070000,15700000,15700000,550,0,None,0,,
Defense Fortifications,2,Counter Defense I,10,5,47070000,15700000,15700000,550,0,None,0,B,
Defense Fortifications,2,Counter Defense I,10,6,47070000,15700000,15700000,550,0,None,0,,
Defense Fortifications,2,Counter Defense I,10,7,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,2,Counter Defense I,10,8,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,2,Counter Defense I,10,9,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,2,Counter Defense I,10,10,61251100,20417000,20417000,700,0,None,0,B,
Defense Fortifications,2,Solid Defense I,10,1,33600000,11600000,11600000,400,0,Extra Hospitals Lv1,0,B,
Defense Fortifications,2,Solid Defense I,10,2,33600000,11600000,11600000,400,0,None,0,,
Defense Fortifications,2,Solid Defense I,10,3,33600000,11600000,11600000,400,0,None,0,,
Defense Fortifications,2,Solid Defense I,10,4,47070000,15700000,15700000,550,0,None,0,,
Defense Fortifications,2,Solid Defense I,10,5,47070000,15700000,15700000,550,0,None,0,B,
Defense Fortifications,2,Solid Defense I,10,6,47070000,15700000,15700000,550,0,None,0,,
Defense Fortifications,2,Solid Defense I,10,7,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,2,Solid Defense I,10,8,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,2,Solid Defense I,10,9,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,2,Solid Defense I,10,10,61251100,20417000,20417000,700,0,None,0,B,
Defense Fortifications,3,Defense Fortifications,10,1,33600000,11600000,11600000,400,0,Hold the Line I Lv2; Counter Defense I Lv2; Solid Defense I Lv2,0,B,
Defense Fortifications,3,Defense Fortifications,10,2,33600000,11600000,11600000,400,0,None,0,,
Defense Fortifications,3,Defense Fortifications,10,3,33600000,11600000,11600000,400,0,None,0,,
Defense Fortifications,3,Defense Fortifications,10,4,47070000,15700000,15700000,550,0,None,0,,
Defense Fortifications,3,Defense Fortifications,10,5,47070000,15700000,15700000,550,0,None,0,B,
Defense Fortifications,3,Defense Fortifications,10,6,47070000,15700000,15700000,550,0,None,0,,
Defense Fortifications,3,Defense Fortifications,10,7,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,3,Defense Fortifications,10,8,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,3,Defense Fortifications,10,9,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,3,Defense Fortifications,10,10,61251100,20417000,20417000,700,0,None,0,B,
Defense Fortifications,4,Infirmary Expansion I,10,1,61251100,20417000,20417000,700,0,Defense Fortifications Lv7,0,B,More hospital capacity
Defense Fortifications,4,Infirmary Expansion I,10,2,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,4,Infirmary Expansion I,10,3,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,4,Infirmary Expansion I,10,4,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,4,Infirmary Expansion I,10,5,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,4,Infirmary Expansion I,10,6,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,4,Infirmary Expansion I,10,7,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,4,Infirmary Expansion I,10,8,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,4,Infirmary Expansion I,10,9,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,4,Infirmary Expansion I,10,10,95704900,31901600,31901600,1100,0,None,0,B,
Defense Fortifications,4,Efficient Healing,10,1,61251100,20417000,20417000,700,0,Defense Fortifications Lv7,0,B,Healing speed
Defense Fortifications,4,Efficient Healing,10,2,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,4,Efficient Healing,10,3,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,4,Efficient Healing,10,4,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,4,Efficient Healing,10,5,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,4,Efficient Healing,10,6,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,4,Efficient Healing,10,7,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,4,Efficient Healing,10,8,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,4,Efficient Healing,10,9,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,4,Efficient Healing,10,10,95704900,31901600,31901600,1100,0,None,0,B,
Defense Fortifications,5,Hold the Line II,10,1,61251100,20417000,20417000,700,0,Infirmary Expansion I Lv1; Efficient Healing Lv1,0,C,
Defense Fortifications,5,Hold the Line II,10,2,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,5,Hold the Line II,10,3,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,5,Hold the Line II,10,4,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,5,Hold the Line II,10,5,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,5,Hold the Line II,10,6,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,5,Hold the Line II,10,7,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Hold the Line II,10,8,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Hold the Line II,10,9,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Hold the Line II,10,10,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Counter Defense II,10,1,61251100,20417000,20417000,700,0,Infirmary Expansion I Lv1; Efficient Healing Lv1,0,C,
Defense Fortifications,5,Counter Defense II,10,2,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,5,Counter Defense II,10,3,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,5,Counter Defense II,10,4,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,5,Counter Defense II,10,5,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,5,Counter Defense II,10,6,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,5,Counter Defense II,10,7,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Counter Defense II,10,8,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Counter Defense II,10,9,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Counter Defense II,10,10,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Solid Defense II,10,1,61251100,20417000,20417000,700,0,Infirmary Expansion I Lv1; Efficient Healing Lv1,0,C,
Defense Fortifications,5,Solid Defense II,10,2,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,5,Solid Defense II,10,3,61251100,20417000,20417000,700,0,None,0,,
Defense Fortifications,5,Solid Defense II,10,4,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,5,Solid Defense II,10,5,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,5,Solid Defense II,10,6,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,5,Solid Defense II,10,7,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Solid Defense II,10,8,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Solid Defense II,10,9,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,5,Solid Defense II,10,10,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,6,Resource Protection,10,1,76563900,25521300,25521300,900,0,Hold the Line II Lv6; Counter Defense II Lv6; Solid Defense II Lv6,0,C,
Defense Fortifications,6,Resource Protection,10,2,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,6,Resource Protection,10,3,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,6,Resource Protection,10,4,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,6,Resource Protection,10,5,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,6,Resource Protection,10,6,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,6,Resource Protection,10,7,227777700,75925900,75925900,2550,0,None,0,,
Defense Fortifications,6,Resource Protection,10,8,227777700,75925900,75925900,2550,0,None,0,,
Defense Fortifications,6,Resource Protection,10,9,227777700,75925900,75925900,2550,0,None,0,,
Defense Fortifications,6,Resource Protection,10,10,227777700,75925900,75925900,2550,0,None,0,D,
Defense Fortifications,7,Rapid March I,10,1,76563900,25521300,25521300,900,0,Resource Protection Lv1,0,C,Confirmed by cpt-hedge (costs TBD)
Defense Fortifications,7,Rapid March I,10,2,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,7,Rapid March I,10,3,76563900,25521300,25521300,900,0,None,0,,
Defense Fortifications,7,Rapid March I,10,4,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,7,Rapid March I,10,5,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,7,Rapid March I,10,6,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,7,Rapid March I,10,7,227777700,75925900,75925900,2550,0,None,0,,
Defense Fortifications,7,Rapid March I,10,8,227777700,75925900,75925900,2550,0,None,0,,
Defense Fortifications,7,Rapid March I,10,9,227777700,75925900,75925900,2550,0,None,0,,
Defense Fortifications,7,Rapid March I,10,10,227777700,75925900,75925900,2550,0,None,0,C,
Defense Fortifications,8,Hold the Line III,10,1,95704900,31901600,31901600,1100,0,Rapid March I Lv4,0,D,Confirmed by cpt-hedge (costs TBD)
Defense Fortifications,8,Hold the Line III,10,2,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,8,Hold the Line III,10,3,95704900,31901600,31901600,1100,0,None,0,,
Defense Fortifications,8,Hold the Line III,10,4,162698400,54232800,54232800,1850,0,None,0,,
Defense Fortifications,8,Hold the Line III,10,5,162698400,54232800,54232800,1850,0,None,0,,
